Source,Target,Weight
2020,2752,1
2020,2715,1
2020,2668,1
2020,2611,1
2020,2595,1
2020,2396,1
2020,2287,1
2020,2236,1
2020,2159,1
2020,2156,1
2020,2141,1
2020,2103,1
2020,2038,1
2020,1968,1
2020,1957,1
2020,1916,1
2020,1911,1
2020,1861,1
2020,1852,1
2020,1807,1
2020,1765,1
2020,1735,1
2020,1678,1
2020,1662,1
2020,1650,1
2020,1616,1
2020,1607,1
2020,1586,1
2020,1583,1
2020,1559,1
2020,1455,1
2020,1382,1
2020,1324,1
2020,1089,1
2020,976,1
2020,958,1
2020,915,1
2020,887,1
2020,740,1
2020,729,1
2020,669,1
2020,599,1
2020,577,1
2020,573,1
2020,522,1
2020,490,1
2020,414,1
2020,397,1
2020,382,1
2020,243,1
2020,171,1
2020,136,1
2020,128,1
2020,120,1
2020,102,1
2020,92,1
2020,90,1
2020,89,1
2020,68,1
2020,33,1
2020,32,1
2020,26,1
2020,21,1
2020,7,1
5461,2,1
3063,5702,1
3063,5175,1
3063,3072,1
6607,5285,1
2655,6225,1
2655,5307,1
2655,3114,1
2655,2780,1
2655,1544,1
2655,1304,1
2655,777,1
2655,243,1
2611,4173,1
2611,4040,1
2611,3970,1
2611,3465,1
2611,3068,1
2611,2780,1
2611,2099,1
2611,2020,1
2611,1768,1
2611,1295,1
2611,777,1
2611,383,1
2611,353,1
2611,3,1
2611,2,1
2215,5570,1
2215,2780,1
2215,2442,1
2208,6858,1
2208,5570,1
2208,5170,1
2208,3651,1
2208,3569,1
2208,3389,1
2208,2780,1
2208,2315,1
2208,2156,1
2208,619,1
2208,346,1
6536,8211,1
5714,6398,1
5714,5487,1
5714,2,1
5420,5321,1
5420,5307,1
5893,7173,1
5893,5981,1
5893,5945,1
5893,5911,1
5893,5386,1
5893,5056,1
5893,3357,1
5893,777,1
5282,3137,1
5282,777,1
389,400,1
389,390,1
389,388,1
389,382,1
389,79,1
389,2,1
221,7509,1
221,5307,1
221,346,1
221,261,1
221,253,1
221,232,1
221,157,1
221,79,1
221,55,1
161,3871,1
161,3027,1
161,2977,1
161,2623,1
161,1622,1
161,1621,1
161,1596,1
161,777,1
161,730,1
161,628,1
161,195,1
161,164,1
161,111,1
161,59,1
161,57,1
161,52,1
161,36,1
161,2,1
6261,4666,1
6261,2,1
5798,6027,1
6744,4859,1
6744,3522,1
6637,5060,1
6637,4964,1
6637,3296,1
5631,6502,1
5631,2,1
5425,6788,1
5425,6539,1
5425,6261,1
5425,5620,1
5425,5552,1
5425,5143,1
5425,3886,1
5425,3137,1
5425,3114,1
5425,2027,1
5425,1182,1
5425,532,1
5425,346,1
5425,2,1
3279,5177,1
3279,3336,1
3279,3173,1
3279,3008,1
3279,2020,1
3279,346,1
3173,6744,1
3173,5865,1
3173,5488,1
3173,4964,1
3173,4047,1
3173,4043,1
3173,4020,1
3173,3389,1
3173,3279,1
3173,3137,1
3173,3008,1
3173,2756,1
3173,2465,1
3173,2027,1
3173,2002,1
3173,1765,1
3173,740,1
3027,7381,1
3027,5936,1
3027,3606,1
3027,3501,1
3027,3169,1
3027,3069,1
3027,3056,1
3027,3041,1
3027,3008,1
3027,2963,1
3027,2930,1
3027,2865,1
3027,2678,1
3027,2020,1
3027,1870,1
3027,1616,1
3027,1548,1
3027,1262,1
3027,1229,1
3027,1148,1
3027,1079,1
3027,382,1
3027,161,1
3027,90,1
3027,7,1
3027,2,1
2977,7917,1
2977,6547,1
2977,3917,1
2977,3790,1
2977,3640,1
2977,3622,1
2977,3538,1
2977,3429,1
2977,3413,1
2977,3389,1
2977,3388,1
2977,3357,1
2977,3356,1
2977,3353,1
2977,3255,1
2977,3251,1
2977,3249,1
2977,3244,1
2977,3230,1
2977,3218,1
2977,3213,1
2977,3169,1
2977,3163,1
2977,3160,1
2977,3149,1
2977,3143,1
2977,3141,1
2977,3137,1
2977,3123,1
2977,3121,1
2977,3114,1
2977,3079,1
2977,3069,1
2977,3053,1
2977,3047,1
2977,3039,1
2977,3025,1
2977,3017,1
2977,3008,1
2977,2979,1
2977,2978,1
2977,2963,1
2977,2934,1
2977,2905,1
2977,2879,1
2977,2877,1
2977,2865,1
2977,2833,1
2977,2822,1
2977,2817,1
2977,2581,1
2977,2564,1
2977,2525,1
2977,2479,1
2977,2361,1
2977,2236,1
2977,2141,1
2977,2127,1
2977,2079,1
2977,2020,1
2977,1955,1
2977,1851,1
2977,1807,1
2977,1793,1
2977,1768,1
2977,1726,1
2977,1688,1
2977,1678,1
2977,1634,1
2977,1621,1
2977,1581,1
2977,1482,1
2977,1452,1
2977,1420,1
2977,1415,1
2977,1392,1
2977,1389,1
2977,1360,1
2977,1324,1
2977,1291,1
2977,1243,1
2977,1204,1
2977,1187,1
2977,1155,1
2977,965,1
2977,927,1
2977,926,1
2977,777,1
2977,754,1
2977,668,1
2977,657,1
2977,435,1
2977,420,1
2977,397,1
2977,382,1
2977,371,1
2977,346,1
2977,341,1
2977,161,1
2977,136,1
2969,5307,1
2969,5157,1
2969,3938,1
2969,3008,1
2969,2979,1
2969,1743,1
2969,1634,1
2969,2,1
1968,7857,1
1968,5911,1
1968,5702,1
1968,4488,1
1968,4348,1
1968,3764,1
1968,3538,1
1968,3233,1
1968,3143,1
1968,3114,1
1968,3046,1
1968,3008,1
1968,2956,1
1968,2929,1
1968,2756,1
1968,2711,1
1968,2668,1
1968,2610,1
1968,2609,1
1968,2595,1
1968,2534,1
1968,2500,1
1968,2410,1
1968,2358,1
1968,2020,1
1968,1844,1
1968,1793,1
1968,1765,1
1968,1735,1
1968,1711,1
1968,1614,1
1968,1360,1
1968,777,1
1968,2,1
5624,5566,1
5624,2,1
5531,6781,1
5531,777,1
3736,3640,1
3736,3017,1
3736,2439,1
3736,1735,1
3736,777,1
3736,346,1
3736,2,1
3640,3736,1
3640,3702,1
3640,3569,1
3640,3389,1
3640,3099,1
3640,3056,1
3640,3019,1
3640,2977,1
3640,2963,1
3640,2020,1
3640,1768,1
3640,1735,1
3640,1678,1
3640,1505,1
3640,777,1
2963,6216,1
2963,4889,1
2963,3640,1
2963,3538,1
2963,3465,1
2963,3137,1
2963,3123,1
2963,3114,1
2963,3099,1
2963,3056,1
2963,3027,1
2963,2977,1
2963,2968,1
2963,2236,1
2963,2020,1
2963,1952,1
2963,1814,1
2963,1735,1
2963,1669,1
2963,1581,1
2963,1455,1
2963,1378,1
2963,1321,1
2963,777,1
2963,630,1
2963,353,1
2963,21,1
2963,2,1
2668,6599,1
2668,5623,1
2668,3465,1
2668,3060,1
2668,2672,1
2668,2545,1
2668,2525,1
2668,2271,1
2668,2020,1
2668,1968,1
2668,1735,1
2668,1678,1
2668,1583,1
2668,1580,1
2668,1472,1
2668,1295,1
2668,917,1
2668,669,1
2668,619,1
2668,420,1
2668,344,1
2236,5307,1
2236,3538,1
2236,3114,1
2236,2977,1
2236,2963,1
2236,2343,1
2236,2271,1
2236,2020,1
2236,1735,1
2236,1669,1
2236,1270,1
2236,777,1
2236,24,1
1475,6301,1
1475,6169,1
1475,5451,1
1475,3742,1
1475,3650,1
1475,3114,1
1475,2979,1
1475,1957,1
1475,1735,1
1475,1622,1
1475,1505,1
1475,1484,1
1475,1473,1
1475,1455,1
1475,1420,1
1475,915,1
1475,777,1
1475,243,1
1475,194,1
1475,183,1
1475,2,1
89,6867,1
89,6150,1
89,4233,1
89,4057,1
89,3650,1
89,3114,1
89,2977,1
89,2812,1
89,2361,1
89,2287,1
89,2285,1
89,2020,1
89,1735,1
89,1628,1
89,1548,1
89,1462,1
89,1397,1
89,1384,1
89,1312,1
89,1287,1
89,1274,1
89,1155,1
89,1015,1
89,983,1
89,414,1
89,400,1
89,397,1
89,357,1
89,346,1
89,261,1
89,251,1
89,195,1
89,136,1
89,109,1
89,103,1
89,92,1
89,90,1
89,59,1
89,57,1
89,55,1
89,51,1
89,40,1
89,36,1
89,33,1
89,20,1
89,16,1
89,7,1
89,3,1
89,2,1
6435,7669,1
6435,6438,1
6435,915,1
6435,777,1
6435,3,1
6435,2,1
6086,5946,1
6086,777,1
6086,3,1
6032,5637,1
6032,3,1
6032,2,1
5663,3,1
5663,2,1
5503,6218,1
5503,777,1
5503,195,1
5503,59,1
5503,3,1
5253,5371,1
5253,5170,1
5253,92,1
5253,3,1
5253,2,1
5181,7654,1
5181,5386,1
5181,5216,1
5181,5202,1
5181,5178,1
5181,195,1
5181,3,1
4755,5981,1
4755,5654,1
4755,777,1
4755,3,1
4755,2,1
4671,7796,1
4671,6996,1
4671,6606,1
4671,6154,1
4671,5901,1
4671,5503,1
4671,5388,1
4671,5253,1
4671,5202,1
4671,5181,1
4671,5178,1
4671,5073,1
4671,4898,1
4671,4675,1
4671,4595,1
4671,4179,1
4671,2525,1
4671,1955,1
4671,1125,1
4671,777,1
4671,532,1
4671,346,1
4671,92,1
4671,57,1
4671,50,1
4671,3,1
4671,2,1
4515,8026,1
4515,6112,1
4515,5503,1
4515,5098,1
4515,3,1
3056,6345,1
3056,3917,1
3056,3871,1
3056,3640,1
3056,3634,1
3056,3538,1
3056,3349,1
3056,3206,1
3056,3198,1
3056,3163,1
3056,3137,1
3056,3114,1
3056,3027,1
3056,2979,1
3056,2963,1
3056,2930,1
3056,2865,1
3056,2822,1
3056,2812,1
3056,2285,1
3056,2156,1
3056,1795,1
3056,340,1
3056,120,1
3056,7,1
3056,3,1
2905,7924,1
2905,6411,1
2905,5838,1
2905,5451,1
2905,5060,1
2905,3971,1
2905,3760,1
2905,3650,1
2905,3541,1
2905,3465,1
2905,3274,1
2905,2930,1
2905,2904,1
2905,2756,1
2905,1755,1
2905,1678,1
2905,1662,1
2905,1563,1
2905,1295,1
2905,1291,1
2905,777,1
2905,346,1
2905,238,1
2905,102,1
2905,75,1
2905,57,1
2905,55,1
2905,3,1
2905,2,1
2712,5307,1
2712,3917,1
2712,3650,1
2712,3569,1
2712,3399,1
2712,3213,1
2712,3181,1
2712,3017,1
2712,2609,1
2712,2536,1
2712,2440,1
2712,1785,1
2712,1765,1
2712,1678,1
2712,1587,1
2712,243,1
2712,195,1
2712,57,1
2712,3,1
1428,5307,1
1428,1355,1
1428,1292,1
1428,1187,1
1428,490,1
1428,371,1
1428,253,1
1428,90,1
1428,3,1
1292,5451,1
1292,4108,1
1292,2713,1
1292,2004,1
1292,1568,1
1292,1428,1
1292,1352,1
1292,1309,1
1292,1248,1
1292,1185,1
1292,983,1
1292,949,1
1292,767,1
1292,669,1
1292,407,1
1292,353,1
1292,346,1
1292,340,1
1292,334,1
1292,102,1
1292,92,1
1292,68,1
1292,64,1
1292,55,1
1292,26,1
1292,3,1
1292,2,1
1268,6792,1
1268,6490,1
1268,6250,1
1268,3751,1
1268,2002,1
1268,1648,1
1268,1634,1
1268,1552,1
1268,1185,1
1268,3,1
1268,2,1
983,6466,1
983,6325,1
983,5702,1
983,5307,1
983,5156,1
983,4179,1
983,3208,1
983,2491,1
983,1292,1
983,1229,1
983,1226,1
983,777,1
983,734,1
983,669,1
983,397,1
983,333,1
983,282,1
983,253,1
983,243,1
983,195,1
983,102,1
983,92,1
983,90,1
983,89,1
983,69,1
983,68,1
983,59,1
983,57,1
983,52,1
983,47,1
983,41,1
983,40,1
983,39,1
983,36,1
983,32,1
983,26,1
983,21,1
983,10,1
983,7,1
983,5,1
983,3,1
983,2,1
701,7394,1
701,542,1
701,394,1
701,380,1
701,59,1
701,3,1
525,5175,1
525,5137,1
525,3,1
478,484,1
478,150,1
478,3,1
478,2,1
474,456,1
474,450,1
474,432,1
474,382,1
474,371,1
474,366,1
474,128,1
474,75,1
474,55,1
474,42,1
474,7,1
474,6,1
474,3,1
401,777,1
401,3,1
397,5307,1
397,4822,1
397,4179,1
397,3926,1
397,3636,1
397,3399,1
397,3353,1
397,2978,1
397,2977,1
397,2709,1
397,2625,1
397,2610,1
397,2020,1
397,1818,1
397,1636,1
397,1587,1
397,1584,1
397,1581,1
397,1552,1
397,1462,1
397,1452,1
397,1432,1
397,1415,1
397,1404,1
397,1400,1
397,1384,1
397,1340,1
397,1330,1
397,1329,1
397,1321,1
397,1313,1
397,1305,1
397,1295,1
397,1243,1
397,1229,1
397,1218,1
397,1217,1
397,1214,1
397,1200,1
397,1192,1
397,1182,1
397,1125,1
397,1081,1
397,1079,1
397,983,1
397,926,1
397,917,1
397,900,1
397,887,1
397,754,1
397,743,1
397,740,1
397,723,1
397,720,1
397,705,1
397,645,1
397,630,1
397,614,1
397,592,1
397,420,1
397,411,1
397,388,1
397,371,1
397,346,1
397,344,1
397,340,1
397,334,1
397,270,1
397,251,1
397,243,1
397,238,1
397,175,1
397,172,1
397,128,1
397,107,1
397,102,1
397,100,1
397,90,1
397,89,1
397,68,1
397,55,1
397,36,1
397,32,1
397,26,1
397,16,1
397,7,1
397,5,1
397,3,1
397,2,1
278,6261,1
278,4488,1
278,777,1
278,346,1
278,243,1
278,195,1
278,3,1
278,2,1
253,7381,1
253,6986,1
253,5559,1
253,4065,1
253,4064,1
253,3349,1
253,2678,1
253,2500,1
253,1428,1
253,1287,1
253,983,1
253,851,1
253,650,1
253,445,1
253,369,1
253,362,1
253,346,1
253,268,1
253,261,1
253,243,1
253,242,1
253,190,1
253,175,1
253,120,1
253,102,1
253,92,1
253,90,1
253,79,1
253,75,1
253,68,1
253,55,1
253,40,1
253,3,1
253,2,1
128,5175,1
128,4859,1
128,4179,1
128,2020,1
128,1363,1
128,1312,1
128,1243,1
128,900,1
128,777,1
128,670,1
128,474,1
128,397,1
128,346,1
128,195,1
128,172,1
128,112,1
128,90,1
128,79,1
128,59,1
128,55,1
128,3,1
128,2,1
112,102,1
112,97,1
112,79,1
112,50,1
112,36,1
112,3,1
112,2,1
111,6261,1
111,5570,1
111,889,1
111,777,1
111,296,1
111,243,1
111,242,1
111,238,1
111,161,1
111,157,1
111,41,1
111,3,1
111,2,1
106,6258,1
106,5286,1
106,4173,1
106,777,1
106,450,1
106,400,1
106,92,1
106,28,1
106,3,1
106,2,1
102,6808,1
102,6506,1
102,6411,1
102,5782,1
102,5781,1
102,5770,1
102,5758,1
102,5570,1
102,5477,1
102,5307,1
102,5284,1
102,5243,1
102,5202,1
102,4949,1
102,4900,1
102,4889,1
102,4803,1
102,4411,1
102,4279,1
102,4255,1
102,4064,1
102,3991,1
102,3760,1
102,3287,1
102,3233,1
102,2977,1
102,2905,1
102,2756,1
102,2725,1
102,2020,1
102,2002,1
102,1987,1
102,1503,1
102,1459,1
102,1453,1
102,1397,1
102,1329,1
102,1312,1
102,1292,1
102,1230,1
102,1125,1
102,1092,1
102,983,1
102,926,1
102,912,1
102,889,1
102,754,1
102,710,1
102,599,1
102,559,1
102,543,1
102,532,1
102,452,1
102,432,1
102,397,1
102,361,1
102,346,1
102,304,1
102,296,1
102,282,1
102,253,1
102,251,1
102,232,1
102,229,1
102,112,1
102,79,1
102,59,1
102,3,1
102,2,1
90,6438,1
90,3938,1
90,3935,1
90,3510,1
90,3141,1
90,3114,1
90,3079,1
90,3027,1
90,2285,1
90,2033,1
90,2020,1
90,1428,1
90,1243,1
90,983,1
90,900,1
90,628,1
90,573,1
90,445,1
90,397,1
90,357,1
90,353,1
90,330,1
90,253,1
90,195,1
90,128,1
90,89,1
90,79,1
90,58,1
90,57,1
90,50,1
90,41,1
90,39,1
90,16,1
90,7,1
90,3,1
90,2,1
81,7875,1
81,7785,1
81,5202,1
81,5073,1
81,4173,1
81,777,1
81,484,1
81,413,1
81,362,1
81,296,1
81,195,1
81,142,1
81,79,1
81,3,1
81,2,1
75,7118,1
75,6007,1
75,5177,1
75,3353,1
75,2905,1
75,877,1
75,619,1
75,474,1
75,346,1
75,253,1
75,248,1
75,109,1
75,79,1
75,59,1
75,3,1
75,2,1
69,1243,1
69,983,1
69,777,1
69,676,1
69,619,1
69,195,1
69,84,1
69,79,1
69,66,1
69,59,1
69,57,1
69,7,1
69,3,1
69,2,1
68,8231,1
68,5670,1
68,5558,1
68,3957,1
68,3790,1
68,3179,1
68,3114,1
68,2020,1
68,1963,1
68,1552,1
68,1390,1
68,1292,1
68,983,1
68,926,1
68,439,1
68,397,1
68,351,1
68,346,1
68,340,1
68,261,1
68,253,1
68,195,1
68,158,1
68,109,1
68,79,1
68,59,1
68,47,1
68,21,1
68,3,1
68,2,1
64,5923,1
64,1292,1
64,1031,1
64,777,1
64,676,1
64,296,1
64,238,1
64,79,1
64,57,1
64,3,1
64,2,1
61,7633,1
61,6285,1
61,5798,1
61,5202,1
61,5175,1
61,346,1
61,261,1
61,253,1
61,141,1
61,79,1
61,59,1
61,57,1
61,55,1
61,47,1
61,42,1
61,41,1
61,36,1
61,33,1
61,20,1
61,8,1
61,7,1
61,3,1
61,2,1
58,5436,1
58,777,1
58,415,1
58,346,1
58,261,1
58,90,1
58,79,1
58,59,1
58,3,1
58,2,1
57,7773,1
57,6441,1
57,6325,1
57,6301,1
57,5946,1
57,4671,1
57,4341,1
57,3149,1
57,3085,1
57,2977,1
57,2905,1
57,2712,1
57,2500,1
57,1622,1
57,1479,1
57,983,1
57,899,1
57,628,1
57,619,1
57,585,1
57,487,1
57,261,1
57,195,1
57,161,1
57,150,1
57,107,1
57,90,1
57,89,1
57,88,1
57,69,1
57,64,1
57,61,1
57,59,1
57,41,1
57,40,1
57,33,1
57,32,1
57,28,1
57,21,1
57,7,1
57,6,1
57,5,1
57,3,1
57,2,1
52,5451,1
52,5406,1
52,5098,1
52,4411,1
52,2678,1
52,1243,1
52,1015,1
52,983,1
52,884,1
52,850,1
52,847,1
52,191,1
52,186,1
52,161,1
52,142,1
52,79,1
52,3,1
50,5919,1
50,5659,1
50,5626,1
50,5201,1
50,4671,1
50,2977,1
50,1552,1
50,1505,1
50,455,1
50,445,1
50,334,1
50,251,1
50,171,1
50,112,1
50,109,1
50,90,1
50,66,1
50,41,1
50,36,1
50,3,1
50,2,1
45,362,1
45,103,1
45,79,1
45,36,1
45,3,1
45,2,1
40,5981,1
40,1779,1
40,1231,1
40,983,1
40,264,1
40,253,1
40,195,1
40,171,1
40,150,1
40,136,1
40,89,1
40,88,1
40,84,1
40,79,1
40,3,1
40,2,1
39,6487,1
39,5307,1
39,4900,1
39,2932,1
39,2763,1
39,1837,1
39,986,1
39,983,1
39,532,1
39,240,1
39,142,1
39,90,1
39,79,1
39,3,1
39,2,1
36,7173,1
36,6637,1
36,4108,1
36,3333,1
36,2554,1
36,1606,1
36,1552,1
36,1056,1
36,983,1
36,777,1
36,754,1
36,676,1
36,657,1
36,645,1
36,532,1
36,420,1
36,397,1
36,346,1
36,238,1
36,229,1
36,161,1
36,112,1
36,89,1
36,79,1
36,61,1
36,55,1
36,45,1
36,33,1
36,5,1
36,3,1
36,2,1
28,6950,1
28,346,1
28,296,1
28,106,1
28,92,1
28,57,1
28,10,1
28,3,1
28,2,1
26,6475,1
26,6387,1
26,5679,1
26,4310,1
26,2020,1
26,1634,1
26,1552,1
26,1292,1
26,983,1
26,746,1
26,456,1
26,318,1
26,264,1
26,238,1
26,79,1
26,3,1
26,2,1
20,5451,1
20,5307,1
20,777,1
20,474,1
20,293,1
20,261,1
20,168,1
20,161,1
20,109,1
20,89,1
20,79,1
20,61,1
20,47,1
20,3,1
20,2,1
10,5570,1
10,5346,1
10,3465,1
10,983,1
10,777,1
10,346,1
10,79,1
10,28,1
10,3,1
10,2,1
8,5946,1
8,5623,1
8,5081,1
8,484,1
8,346,1
8,142,1
8,79,1
8,61,1
8,3,1
8,2,1
7,5699,1
7,4889,1
7,4108,1
7,3830,1
7,3149,1
7,3137,1
7,3114,1
7,3056,1
7,3027,1
7,2328,1
7,2279,1
7,2268,1
7,2020,1
7,2002,1
7,1993,1
7,1955,1
7,1621,1
7,1553,1
7,1312,1
7,983,1
7,777,1
7,753,1
7,484,1
7,474,1
7,431,1
7,420,1
7,397,1
7,357,1
7,351,1
7,341,1
7,261,1
7,195,1
7,191,1
7,183,1
7,109,1
7,90,1
7,89,1
7,88,1
7,79,1
7,69,1
7,61,1
7,57,1
7,3,1
7,2,1
5,7809,1
5,5307,1
5,4207,1
5,2977,1
5,1635,1
5,1552,1
5,1243,1
5,983,1
5,777,1
5,756,1
5,400,1
5,397,1
5,261,1
5,222,1
5,158,1
5,119,1
5,109,1
5,100,1
5,88,1
5,57,1
5,36,1
5,3,1
5,2,1
8577,8572,1
8577,1321,1
8577,2,1
5722,6607,1
5722,5284,1
5722,5060,1
5722,2,1
5572,6146,1
5572,5284,1
5566,7962,1
5566,6245,1
5566,6215,1
5566,6032,1
5566,6016,1
5566,5996,1
5566,5624,1
5566,5616,1
5566,5578,1
5566,5569,1
5566,5488,1
5566,5386,1
5566,5370,1
5566,5284,1
5566,5257,1
5566,5251,1
5566,5173,1
5566,5070,1
5566,4964,1
5566,4747,1
5566,3675,1
5566,532,1
5566,380,1
5566,3,1
5566,2,1
2002,5855,1
2002,5354,1
2002,5307,1
2002,1817,1
2002,1420,1
2002,1268,1
2002,1081,1
2002,407,1
2002,102,1
2002,7,1
2002,2,1
8451,8419,1
8451,8301,1
8451,4859,1
8451,592,1
8451,2,1
8451,1,1
8373,8372,1
8373,59,1
8373,2,1
6888,4859,1
6888,2,1
6591,7130,1
6411,8033,1
6411,7669,1
6411,6988,1
6411,6683,1
6411,6628,1
6411,6619,1
6411,6616,1
6411,6615,1
6411,6614,1
6411,6613,1
6411,6488,1
6411,4859,1
6411,2050,1
6411,2,1
5073,6739,1
5073,6204,1
5073,5099,1
5073,5092,1
5073,5056,1
5073,5014,1
5073,4987,1
5073,4859,1
5073,4833,1
5073,4747,1
5073,4179,1
5073,4173,1
5073,777,1
5073,587,1
5073,487,1
5073,366,1
5073,346,1
5073,2,1
5060,7669,1
5060,6637,1
5060,6412,1
5060,6245,1
5060,4859,1
5060,2905,1
5060,657,1
5060,2,1
4710,6573,1
4710,610,1
4710,2,1
5629,8128,1
5629,6860,1
5629,2,1
5176,777,1
4528,777,1
530,7519,1
530,6387,1
530,777,1
530,79,1
6778,2,1
6495,7856,1
3164,6939,1
3164,5985,1
3164,5307,1
3164,4964,1
3164,2020,1
3164,2004,1
3046,2978,1
3046,2934,1
3046,1968,1
3046,767,1
3046,346,1
1787,5702,1
1787,2653,1
1787,2265,1
1787,1569,1
1787,777,1
1787,767,1
1787,346,1
1505,7311,1
1505,5307,1
1505,5157,1
1505,3938,1
1505,3908,1
1505,3640,1
1505,2623,1
1505,2281,1
1505,1727,1
1505,1689,1
1505,1678,1
1505,1544,1
1505,1475,1
1505,1389,1
1505,1291,1
1505,1055,1
1505,767,1
1505,346,1
1505,195,1
1505,194,1
1505,50,1
1439,6847,1
1439,5073,1
1439,2002,1
1439,1415,1
1439,1295,1
1439,1218,1
1439,1185,1
1439,777,1
1439,767,1
1439,619,1
1439,435,1
1439,388,1
1439,346,1
1438,6680,1
1438,5175,1
1438,1397,1
1438,1330,1
1438,1271,1
1438,1200,1
1438,1081,1
1438,767,1
1438,346,1
1438,2,1
1370,5702,1
1370,777,1
1370,767,1
1370,346,1
1370,24,1
1243,4051,1
1243,3353,1
1243,3114,1
1243,2978,1
1243,2977,1
1243,2877,1
1243,2104,1
1243,2027,1
1243,2004,1
1243,1552,1
1243,1400,1
1243,1337,1
1243,1324,1
1243,1321,1
1243,1315,1
1243,1301,1
1243,1291,1
1243,1270,1
1243,1231,1
1243,1229,1
1243,1215,1
1243,1204,1
1243,1085,1
1243,958,1
1243,927,1
1243,900,1
1243,767,1
1243,740,1
1243,592,1
1243,582,1
1243,577,1
1243,532,1
1243,490,1
1243,414,1
1243,397,1
1243,388,1
1243,353,1
1243,346,1
1243,341,1
1243,301,1
1243,270,1
1243,243,1
1243,238,1
1243,206,1
1243,175,1
1243,172,1
1243,171,1
1243,132,1
1243,128,1
1243,107,1
1243,92,1
1243,90,1
1243,69,1
1243,52,1
1243,5,1
850,777,1
850,767,1
850,371,1
850,346,1
850,195,1
850,142,1
850,52,1
206,3576,1
206,3538,1
206,1488,1
206,1243,1
206,767,1
206,346,1
206,79,1
206,2,1
183,5566,1
183,1634,1
183,1622,1
183,1475,1
183,1213,1
183,767,1
183,754,1
183,346,1
183,59,1
183,7,1
183,2,1
4060,5981,1
4060,346,1
4060,2,1
1743,6492,1
1743,5181,1
1743,4099,1
1743,3909,1
1743,3675,1
1743,2969,1
1743,2730,1
1743,2525,1
1743,777,1
1743,592,1
1743,532,1
1743,346,1
1684,5282,1
1684,592,1
1684,346,1
861,5425,1
861,918,1
861,868,1
861,592,1
861,481,1
861,251,1
861,164,1
861,2,1
5154,5307,1
5154,577,1
5154,407,1
4984,5201,1
4984,4964,1
4984,1321,1
4984,577,1
4984,346,1
4984,2,1
4179,5187,1
4179,5073,1
4179,4934,1
4179,577,1
4179,397,1
4179,346,1
4179,2,1
1295,7982,1
1295,6852,1
1295,6360,1
1295,6350,1
1295,6250,1
1295,6112,1
1295,5307,1
1295,5202,1
1295,5089,1
1295,5078,1
1295,4099,1
1295,3871,1
1295,3843,1
1295,3569,1
1295,3546,1
1295,3389,1
1295,3359,1
1295,3318,1
1295,3240,1
1295,3150,1
1295,2952,1
1295,2931,1
1295,2910,1
1295,2905,1
1295,2756,1
1295,2668,1
1295,2611,1
1295,2534,1
1295,2127,1
1295,2004,1
1295,1793,1
1295,1669,1
1295,1461,1
1295,1439,1
1295,1413,1
1295,1404,1
1295,1399,1
1295,1398,1
1295,1397,1
1295,1361,1
1295,1333,1
1295,1330,1
1295,1329,1
1295,1287,1
1295,1125,1
1295,577,1
1295,346,1
1295,2,1
8528,8524,1
8528,8522,1
8528,8520,1
8528,8515,1
8528,8449,1
8528,8388,1
8528,4964,1
8528,1947,1
8528,2,1
8527,8524,1
8527,8522,1
8527,8520,1
8527,8515,1
8527,8449,1
8527,8388,1
8527,4964,1
8527,1947,1
8527,2,1
7173,4964,1
7173,22,1
5904,4964,1
5896,7633,1
5896,4964,1
5782,7479,1
5782,6781,1
5782,6466,1
5782,5784,1
5782,5781,1
5782,4964,1
5782,102,1
5782,2,1
5770,5779,1
5770,4964,1
5770,102,1
5699,7669,1
5699,6186,1
5699,4964,1
5699,2,1
5670,7915,1
5670,6921,1
5670,6063,1
5670,5988,1
5670,5626,1
5670,5014,1
5670,5013,1
5670,4964,1
5670,777,1
5670,420,1
5670,2,1
4969,4964,1
4969,2404,1
6027,2,1
3675,6860,1
3675,6684,1
3675,5566,1
3675,5201,1
3675,777,1
5919,6218,1
5919,2,1
1493,6056,1
1493,5307,1
1493,5014,1
1493,4632,1
1493,3299,1
1493,2826,1
1493,1562,1
1493,2,1
1192,3937,1
1192,3782,1
1192,2826,1
1192,1679,1
1192,397,1
2897,5307,1
2897,2979,1
2897,2817,1
2897,1947,1
2897,532,1
2897,2,1
1989,1947,1
1989,1720,1
1989,1621,1
1989,777,1
8585,1136,1
8585,2,1
734,1226,1
734,1136,1
734,983,1
532,6944,1
532,6547,1
532,6258,1
532,5608,1
532,5566,1
532,4596,1
532,4209,1
532,3908,1
532,3886,1
532,3299,1
532,3069,1
532,2756,1
532,2027,1
532,1743,1
532,1243,1
532,1185,1
532,1106,1
532,976,1
532,918,1
532,916,1
532,889,1
532,649,1
532,614,1
532,584,1
532,411,1
532,357,1
532,346,1
532,301,1
532,243,1
532,196,1
532,195,1
532,102,1
532,92,1
532,55,1
532,39,1
532,36,1
8413,346,1
8413,24,1
7088,2,1
6226,7597,1
6226,6169,1
6226,346,1
6226,2,1
5943,6258,1
5943,346,1
5608,6133,1
5608,610,1
5608,346,1
5399,6528,1
5399,5307,1
5399,346,1
5399,59,1
5087,5936,1
5087,5202,1
5087,487,1
5087,346,1
5087,195,1
5056,8211,1
5056,8083,1
5056,6345,1
5056,6301,1
5056,5893,1
5056,5187,1
5056,5099,1
5056,5073,1
5056,5013,1
5056,4987,1
