Source,Target,Weight
5386,5893,1
5386,5566,1
5386,5551,1
5386,5284,1
5386,5202,1
5386,5181,1
5386,5170,1
5386,777,1
5386,2,1
4987,6739,1
4987,6547,1
4987,5187,1
4987,5073,1
4987,5056,1
4987,4179,1
4987,777,1
4987,420,1
4987,346,1
4987,195,1
4987,2,1
2895,7442,1
2895,346,1
2895,3,1
2895,2,1
8442,8419,1
8442,8301,1
8442,3797,1
8442,592,1
8442,2,1
8438,8301,1
8438,592,1
8438,2,1
7809,8013,1
5584,2,1
5012,7402,1
5012,6937,1
5012,6637,1
5012,5570,1
5012,4443,1
4653,7512,1
4653,6311,1
4653,6261,1
4653,6112,1
4653,6065,1
4653,5425,1
4653,346,1
3311,1291,1
3311,777,1
3311,407,1
3112,3114,1
3112,777,1
2959,2002,1
2959,777,1
2959,346,1
2344,5993,1
2323,777,1
2323,346,1
2305,6572,1
2305,6387,1
2305,6250,1
2305,5013,1
2305,3230,1
1282,6215,1
1282,2,1
7917,4173,1
7749,8181,1
7749,8143,1
7718,948,1
7633,7587,1
7633,7232,1
7627,7760,1
6922,2,1
6371,2,1
6148,5946,1
6084,7259,1
6084,5060,1
6083,8013,1
6083,4964,1
6047,777,1
6017,353,1
5986,777,1
5709,2,1
5246,6852,1
5246,6204,1
5246,5566,1
5246,915,1
5246,777,1
5246,24,1
5246,2,1
5198,5307,1
5198,5201,1
5134,5307,1
5134,4964,1
5134,420,1
5134,2,1
5119,5100,1
5119,777,1
4872,777,1
4872,353,1
4872,2,1
4855,6275,1
4855,5309,1
4855,777,1
4855,346,1
4848,5198,1
4848,619,1
4633,2002,1
4633,777,1
4633,2,1
4456,5781,1
4456,5307,1
4434,6276,1
4434,4418,1
4259,7509,1
4259,777,1
4121,1726,1
4121,619,1
4109,777,1
4102,5631,1
4102,5286,1
4089,5722,1
4079,6493,1
4079,777,1
4079,346,1
4079,2,1
3990,6469,1
3990,3680,1
3990,2127,1
3990,777,1
3696,6351,1
3696,5436,1
3696,5413,1
3696,5307,1
3696,777,1
3696,238,1
3696,59,1
3696,24,1
3696,21,1
3678,5307,1
3678,3428,1
3678,3206,1
3678,2172,1
3678,1724,1
3655,353,1
3486,7931,1
3422,777,1
3422,407,1
3422,346,1
3382,6779,1
3382,777,1
3223,7796,1
3223,6959,1
3223,6739,1
3223,6133,1
3223,5901,1
3223,5109,1
3223,3675,1
3223,777,1
3119,5451,1
3119,5013,1
3119,2,1
3062,2979,1
3062,353,1
3062,346,1
3062,2,1
2928,777,1
2928,346,1
2888,5013,1
2888,2812,1
2888,777,1
2833,5187,1
2833,3886,1
2833,3790,1
2833,3114,1
2833,2977,1
2833,2945,1
2833,2172,1
2833,473,1
2833,175,1
2833,2,1
2691,5936,1
2691,777,1
2586,346,1
2545,6250,1
2545,6218,1
2545,5175,1
2545,2668,1
2545,2546,1
2545,777,1
2545,2,1
2445,5175,1
2443,5286,1
2443,1768,1
2443,1589,1
2443,777,1
2443,657,1
2443,346,1
2391,6771,1
2391,346,1
2331,5198,1
2331,2002,1
2331,777,1
2331,346,1
2310,6739,1
2310,5175,1
2310,407,1
2179,5620,1
2179,3017,1
2179,777,1
2124,6056,1
2124,5855,1
2124,5175,1
1949,5175,1
1946,6222,1
1940,1383,1
1940,1295,1
1940,346,1
1931,346,1
1845,7479,1
1845,4173,1
1716,7047,1
1716,6739,1
1716,5566,1
1716,5092,1
1716,2964,1
1716,1795,1
1716,1678,1
1716,777,1
1631,487,1
1500,5013,1
1317,5098,1
1246,6488,1
1246,5014,1
1246,2964,1
1246,1859,1
1246,1715,1
1246,1634,1
1246,1315,1
1246,777,1
1246,357,1
1246,346,1
1158,6921,1
1158,6150,1
6572,2,1
6016,6186,1
6016,2,1
1941,777,1
5216,6860,1
5216,5597,1
5216,5566,1
5216,5414,1
5216,5407,1
5216,5341,1
5216,5331,1
5216,5257,1
5216,5253,1
5216,5217,1
5216,5202,1
5216,5181,1
5216,4803,1
5216,3675,1
5216,777,1
5216,2,1
4569,777,1
4569,407,1
4032,5425,1
4032,5175,1
4032,777,1
2965,1305,1
2160,5375,1
2160,5228,1
2160,777,1
2160,346,1
2521,777,1
726,6735,1
726,6276,1
726,6186,1
5364,5420,1
5364,5307,1
5364,5177,1
5364,777,1
1321,8577,1
1321,8449,1
1321,8445,1
1321,8428,1
1321,8229,1
1321,8204,1
1321,8086,1
1321,7904,1
1321,7736,1
1321,7690,1
1321,7241,1
1321,7017,1
1321,6942,1
1321,6853,1
1321,6820,1
1321,6812,1
1321,6790,1
1321,6770,1
1321,6711,1
1321,6549,1
1321,6269,1
1321,6192,1
1321,6144,1
1321,5676,1
1321,5653,1
1321,5623,1
1321,5534,1
1321,5284,1
1321,5268,1
1321,5248,1
1321,5194,1
1321,5120,1
1321,4898,1
1321,4889,1
1321,4754,1
1321,4683,1
1321,4599,1
1321,4548,1
1321,4457,1
1321,4167,1
1321,4165,1
1321,4142,1
1321,3858,1
1321,3689,1
1321,3648,1
1321,3538,1
1321,3187,1
1321,3113,1
1321,3107,1
1321,2963,1
1321,2816,1
1321,2786,1
1321,2727,1
1321,2488,1
1321,2449,1
1321,2374,1
1321,2368,1
1321,2207,1
1321,2143,1
1321,1867,1
1321,1865,1
1321,1851,1
1321,1840,1
1321,1823,1
1321,1777,1
1321,1770,1
1321,1735,1
1321,1656,1
1321,1425,1
1321,1378,1
1321,1352,1
1321,1324,1
1321,1320,1
1321,1314,1
1321,1291,1
1321,1278,1
1321,1270,1
1321,1252,1
1321,1243,1
1321,1098,1
1321,977,1
1321,966,1
1321,960,1
1321,777,1
1321,740,1
1321,730,1
1321,599,1
1321,583,1
1321,534,1
1321,435,1
1321,346,1
1321,243,1
1321,196,1
1321,183,1
1321,120,1
1321,92,1
1321,24,1
1321,2,1
175,8649,1
175,5451,1
175,5156,1
175,2833,1
175,1484,1
175,1271,1
175,1243,1
175,507,1
175,397,1
175,253,1
175,195,1
175,172,1
175,59,1
175,2,1
59,7934,1
59,7871,1
59,7532,1
59,6496,1
59,5230,1
59,4975,1
59,4234,1
59,4108,1
59,3933,1
59,3752,1
59,3650,1
59,3330,1
59,3121,1
59,3072,1
59,2977,1
59,2968,1
59,2938,1
59,2910,1
59,2817,1
59,2796,1
59,2756,1
59,2536,1
59,2533,1
59,2333,1
59,2225,1
59,2041,1
59,1859,1
59,1576,1
59,1513,1
59,1472,1
59,1415,1
59,1396,1
59,1392,1
59,1301,1
59,1262,1
59,1160,1
59,983,1
59,949,1
59,918,1
59,777,1
59,754,1
59,713,1
59,712,1
59,701,1
59,677,1
59,669,1
59,619,1
59,599,1
59,487,1
59,486,1
59,388,1
59,383,1
59,371,1
59,346,1
59,341,1
59,328,1
59,296,1
59,243,1
59,202,1
59,183,1
59,175,1
59,172,1
59,161,1
59,142,1
59,141,1
59,128,1
59,122,1
59,120,1
59,102,1
59,92,1
59,89,1
59,79,1
59,75,1
59,69,1
59,68,1
59,61,1
59,57,1
59,55,1
59,3,1
59,2,1
5802,777,1
3409,6599,1
3409,6466,1
3409,4345,1
3409,4108,1
3409,4064,1
3409,2004,1
3409,1517,1
3108,6441,1
3108,6325,1
3108,5307,1
3108,4289,1
3108,777,1
3108,435,1
2914,5368,1
2914,777,1
1846,7200,1
1846,6540,1
1846,6343,1
1846,6155,1
1846,5420,1
1846,4173,1
1678,6216,1
1678,6073,1
1678,5307,1
1678,5198,1
1678,5157,1
1678,4772,1
1678,4563,1
1678,4510,1
1678,4481,1
1678,4376,1
1678,3966,1
1678,3938,1
1678,3935,1
1678,3907,1
1678,3906,1
1678,3871,1
1678,3844,1
1678,3764,1
1678,3640,1
1678,3606,1
1678,3544,1
1678,3443,1
1678,3376,1
1678,3287,1
1678,3248,1
1678,3213,1
1678,3206,1
1678,3137,1
1678,3114,1
1678,3017,1
1678,3008,1
1678,2977,1
1678,2968,1
1678,2930,1
1678,2905,1
1678,2822,1
1678,2756,1
1678,2712,1
1678,2668,1
1678,2595,1
1678,2539,1
1678,2500,1
1678,2479,1
1678,2374,1
1678,2358,1
1678,2223,1
1678,2213,1
1678,2020,1
1678,2004,1
1678,1977,1
1678,1844,1
1678,1818,1
1678,1755,1
1678,1716,1
1678,1692,1
1678,1622,1
1678,1505,1
1678,777,1
1678,729,1
1678,346,1
1678,2,1
8358,8301,1
8358,2895,1
8358,195,1
8358,2,1
195,8099,1
195,7425,1
195,7013,1
195,6624,1
195,6506,1
195,6477,1
195,6269,1
195,6259,1
195,5980,1
195,5932,1
195,5578,1
195,5503,1
195,5412,1
195,5404,1
195,5388,1
195,5307,1
195,5217,1
195,5214,1
195,5202,1
195,5187,1
195,5181,1
195,5087,1
195,4987,1
195,4934,1
195,4900,1
195,4662,1
195,4541,1
195,4485,1
195,4481,1
195,4419,1
195,4418,1
195,4376,1
195,3938,1
195,3897,1
195,3760,1
195,3551,1
195,3287,1
195,3060,1
195,3008,1
195,2968,1
195,2944,1
195,2756,1
195,2712,1
195,2646,1
195,2610,1
195,2564,1
195,2378,1
195,2271,1
195,1947,1
195,1663,1
195,1622,1
195,1608,1
195,1505,1
195,1176,1
195,1148,1
195,1125,1
195,1106,1
195,1024,1
195,983,1
195,938,1
195,926,1
195,889,1
195,884,1
195,850,1
195,832,1
195,630,1
195,628,1
195,599,1
195,584,1
195,582,1
195,532,1
195,456,1
195,435,1
195,420,1
195,407,1
195,386,1
195,346,1
195,331,1
195,287,1
195,286,1
195,282,1
195,278,1
195,251,1
195,248,1
195,243,1
195,175,1
195,172,1
195,161,1
195,151,1
195,128,1
195,124,1
195,120,1
195,100,1
195,92,1
195,90,1
195,89,1
195,81,1
195,79,1
195,69,1
195,68,1
5769,4859,1
5769,2589,1
5769,2,1
447,6333,1
447,5307,1
447,471,1
447,445,1
447,2,1
777,6443,1
777,6360,1
777,6204,1
777,6045,1
777,5981,1
777,5824,1
777,5638,1
777,5597,1
777,5503,1
777,5450,1
777,5416,1
777,5406,1
777,5395,1
777,5386,1
777,5364,1
777,5354,1
777,5305,1
777,5284,1
777,5225,1
777,5177,1
777,5174,1
777,5156,1
777,5073,1
777,5045,1
777,4992,1
777,4987,1
777,4914,1
777,4902,1
777,4755,1
777,4669,1
777,4666,1
777,4650,1
777,4572,1
777,4449,1
777,4411,1
777,4383,1
777,4234,1
777,4173,1
777,4108,1
777,3960,1
777,3675,1
777,3335,1
777,3325,1
777,3274,1
777,3137,1
777,3017,1
777,2963,1
777,2905,1
777,2847,1
777,2352,1
777,2027,1
777,1844,1
777,1589,1
777,1583,1
777,1495,1
777,1321,1
777,1215,1
777,1182,1
777,1155,1
777,926,1
777,634,1
777,610,1
777,565,1
777,473,1
777,422,1
777,420,1
777,371,1
777,352,1
777,351,1
777,323,1
777,161,1
777,59,1
777,55,1
777,51,1
777,42,1
777,22,1
777,10,1
777,5,1
777,2,1
251,7235,1
251,6345,1
251,4108,1
251,2004,1
251,1669,1
251,1634,1
251,1397,1
251,1312,1
251,861,1
251,777,1
251,397,1
251,346,1
251,271,1
251,195,1
251,102,1
251,89,1
251,55,1
251,24,1
251,2,1
84,445,1
84,400,1
84,261,1
84,232,1
84,183,1
84,161,1
84,79,1
84,69,1
84,40,1
84,16,1
84,2,1
5721,777,1
4525,7633,1
4525,6204,1
3390,777,1
3390,346,1
1851,8211,1
1851,8183,1
1851,7268,1
1851,5566,1
1851,4859,1
1851,4150,1
1851,3904,1
1851,3669,1
1851,3218,1
1851,3099,1
1851,3079,1
1851,2977,1
1851,2904,1
1851,2827,1
1851,2822,1
1851,2756,1
1851,2563,1
1851,2268,1
1851,1679,1
8322,3549,1
8322,2986,1
8322,1915,1
8322,1175,1
8322,257,1
5945,5981,1
5945,5893,1
5945,5654,1
5945,2,1
5070,5566,1
5070,2,1
5225,6901,1
5225,4964,1
5225,777,1
4323,7437,1
4323,777,1
1495,6261,1
1495,915,1
1495,777,1
1229,6469,1
1229,3027,1
1229,2934,1
1229,2822,1
1229,1765,1
1229,1459,1
1229,1344,1
1229,1342,1
1229,1304,1
1229,1262,1
1229,1243,1
1229,1187,1
1229,983,1
1229,532,1
1229,357,1
1229,47,1
1229,2,1
8304,8302,1
8304,8301,1
8304,5386,1
8304,2,1
7243,7416,1
5985,7863,1
5985,3164,1
5985,1262,1
3646,3018,1
3646,2564,1
3646,2361,1
3646,1814,1
3646,346,1
2031,2012,1
1260,5571,1
1260,777,1
1260,353,1
1260,2,1
33,5451,1
33,3871,1
33,2500,1
33,2020,1
33,1634,1
33,480,1
33,346,1
33,283,1
33,171,1
33,151,1
33,107,1
33,92,1
33,89,1
33,61,1
33,57,1
33,36,1
33,3,1
33,2,1
8354,8308,1
8354,8301,1
8354,8202,1
8354,5284,1
8354,2895,1
8354,24,1
8354,2,1
5781,5782,1
5781,3213,1
5781,2970,1
5781,102,1
5781,2,1
8559,8558,1
8559,8555,1
8559,8554,1
8559,8553,1
8559,8542,1
8559,8539,1
8559,8536,1
8559,8531,1
8559,8530,1
8559,8528,1
8559,8527,1
8559,8526,1
8559,8513,1
8559,8511,1
8559,8510,1
8559,8507,1
8559,8506,1
8559,8505,1
8559,8504,1
8559,8503,1
8559,8502,1
8559,8500,1
8559,8498,1
8559,8496,1
8559,8495,1
8559,8494,1
8559,8493,1
8559,8491,1
8559,8489,1
8559,8485,1
8559,8484,1
8559,8483,1
8559,8482,1
8559,8479,1
8559,8477,1
8559,8475,1
8559,8471,1
8559,8470,1
8559,8467,1
8559,8465,1
8559,8464,1
8559,8457,1
8559,8456,1
8559,8452,1
8559,8451,1
8559,8450,1
8559,8449,1
8559,8448,1
8559,8447,1
8559,8446,1
8559,8442,1
8559,8438,1
8559,8433,1
8559,8431,1
8559,8430,1
8559,8419,1
8559,8412,1
8559,8301,1
8559,8224,1
8559,8114,1
8559,8068,1
8559,7809,1
8559,7472,1
8559,7023,1
8559,6268,1
8559,6224,1
8559,5975,1
8559,5584,1
8559,5452,1
8559,5281,1
8559,5012,1
8559,4977,1
8559,4653,1
8559,3311,1
8559,3112,1
8559,2959,1
8559,2366,1
8559,2344,1
8559,2323,1
8559,2305,1
8559,1282,1
8559,2,1
8558,8301,1
8558,7227,1
8558,7072,1
8558,3650,1
8558,3389,1
8558,2973,1
8558,407,1
8558,47,1
8558,2,1
8553,8507,1
8553,8489,1
8553,8465,1
8553,8449,1
8553,8388,1
8553,8375,1
8553,8308,1
8553,8301,1
8553,8180,1
8553,7414,1
8553,7299,1
8553,7040,1
8553,7013,1
8553,6866,1
8553,6730,1
8553,5885,1
8553,5628,1
8553,5600,1
8553,5177,1
8553,4964,1
8553,4954,1
8553,4926,1
8553,4859,1
8553,4554,1
8553,4288,1
8553,4281,1
8553,3927,1
8553,3685,1
8553,3393,1
8553,3038,1
8553,2925,1
8553,2830,1
8553,2804,1
8553,2536,1
8553,2188,1
8553,1950,1
8553,1582,1
8553,1499,1
8553,1303,1
8553,1176,1
8553,1106,1
8553,854,1
8553,799,1
8553,777,1
8553,754,1
8553,609,1
8553,346,1
8553,2,1
8552,8301,1
8542,8301,1
8542,346,1
8542,2,1
8539,8531,1
8539,8449,1
8539,8301,1
8539,4964,1
8539,2,1
8536,8531,1
8536,8524,1
8536,8522,1
8536,8520,1
8536,8449,1
8536,8388,1
8536,8301,1
8536,4964,1
8536,1947,1
8536,2,1
8526,8524,1
8526,8522,1
8526,8520,1
8526,8515,1
8526,8388,1
8526,8301,1
8526,4964,1
8526,1947,1
8526,2,1
8518,8515,1
8518,8388,1
8518,8301,1
8518,4964,1
8518,1947,1
8513,8449,1
8513,8419,1
8513,8301,1
8513,3767,1
8513,2,1
8510,8509,1
8510,8508,1
8510,8449,1
8510,8301,1
8510,3767,1
8510,592,1
8510,2,1
8503,8449,1
8503,8301,1
8503,5284,1
8503,3767,1
8503,1954,1
8503,767,1
8503,346,1
8503,24,1
8503,2,1
8502,8449,1
8502,8301,1
8502,8085,1
8502,7982,1
8502,6984,1
8502,5448,1
8502,5405,1
8502,3923,1
8502,3875,1
8502,2894,1
8502,1653,1
8502,1224,1
8502,2,1
8500,8301,1
8500,7396,1
8500,4445,1
8500,4437,1
8500,4419,1
8500,3855,1
8500,3785,1
8500,1271,1
8500,2,1
8496,8449,1
8496,8301,1
8496,2,1
8489,8449,1
8489,8419,1
8489,8308,1
8489,8301,1
8489,2,1
8488,8479,1
8488,8301,1
8488,8180,1
8482,8205,1
8482,6658,1
8482,3831,1
8482,3754,1
8482,3384,1
8482,2599,1
8482,2557,1
8482,2469,1
8482,1975,1
8482,1479,1
8482,133,1
8482,2,1
8458,8390,1
8458,8301,1
8457,8456,1
8457,8419,1
8457,8301,1
8457,2,1
8456,8457,1
8456,8301,1
8456,175,1
8456,2,1
8448,8366,1
8448,8301,1
8448,8266,1
8448,8078,1
8448,8052,1
8448,7989,1
8448,7887,1
8448,7826,1
8448,7797,1
8448,7787,1
8448,7762,1
8448,7610,1
8448,7315,1
8448,6458,1
8448,5345,1
8448,5009,1
8448,3352,1
8448,2762,1
8448,2077,1
8448,2035,1
8448,1547,1
8448,161,1
8448,22,1
8448,2,1
8426,8419,1
8426,8301,1
8422,8301,1
8402,8301,1
8402,2,1
8401,8301,1
8401,2,1
8376,8301,1
8376,6016,1
8376,2,1
8369,8367,1
8369,8309,1
8369,8301,1
8369,5284,1
8357,8356,1
8357,8354,1
8357,8352,1
8357,8315,1
8357,8309,1
8357,8301,1
8357,6911,1
8357,6713,1
8357,6645,1
8357,6428,1
8357,5072,1
8357,4859,1
8357,4664,1
8357,4476,1
8357,4408,1
8357,4335,1
8357,4229,1
8357,4105,1
8357,4068,1
8357,3848,1
8357,2895,1
8357,2420,1
8357,1999,1
8357,1024,1
8357,461,1
8357,407,1
8357,24,1
8357,2,1
8353,5894,1
8353,5192,1
8353,4268,1
8353,1917,1
8350,8347,1
8350,8341,1
8350,8309,1
8350,8301,1
8350,8256,1
8350,6016,1
8350,2895,1
8350,2,1
8342,8341,1
8342,8338,1
8342,8335,1
8342,8325,1
8342,8309,1
8342,8301,1
8342,8202,1
8342,6016,1
8342,5284,1
8342,251,1
8342,68,1
8342,24,1
8342,2,1
8330,8329,1
8330,8328,1
8330,8325,1
8330,8322,1
8330,8309,1
8330,8308,1
8330,8301,1
8330,5945,1
8330,5284,1
8330,5174,1
8330,5070,1
8330,4964,1
8330,4859,1
8330,2895,1
8330,420,1
8330,195,1
8330,24,1
8330,3,1
8330,2,1
8330,1,1
8303,8301,1
6388,7796,1
6388,619,1
6388,2,1
4173,4945,1
4173,3909,1
4173,3715,1
4173,3063,1
4173,1533,1
4173,1090,1
4173,777,1
619,6169,1
619,5866,1
619,5613,1
619,5178,1
619,5171,1
619,4747,1
619,4457,1
619,4173,1
619,4121,1
619,3750,1
619,3274,1
619,3213,1
619,3121,1
619,2837,1
619,2825,1
619,2715,1
619,2668,1
619,1785,1
619,1720,1
619,1576,1
619,1549,1
619,1439,1
619,1008,1
619,916,1
619,889,1
619,811,1
619,793,1
619,767,1
619,756,1
619,754,1
619,751,1
619,740,1
619,679,1
619,670,1
619,634,1
619,487,1
619,382,1
619,380,1
619,346,1
619,340,1
619,172,1
619,69,1
619,59,1
619,57,1
619,3,1
619,2,1
7954,8133,1
6581,2,1
6375,8056,1
6355,2,1
6294,6964,1
6294,6474,1
6294,6360,1
6079,7381,1
6079,777,1
4759,7559,1
4759,5202,1
4759,346,1
4640,5981,1
4081,6387,1
4081,619,1
3393,5702,1
3393,777,1
3278,353,1
3219,5014,1
3024,5307,1
3024,3017,1
2985,6871,1
2985,3295,1
2985,1420,1
2197,1291,1
2197,777,1
2197,346,1
1424,5073,1
1424,346,1
1424,2,1
1168,777,1
1168,24,1
304,102,1
304,59,1
304,2,1
257,777,1
257,400,1
257,79,1
257,55,1
257,2,1
7669,7982,1
7669,7654,1
7669,7578,1
7669,7138,1
7669,6411,1
7669,5699,1
7669,5659,1
7669,4411,1
7669,4173,1
7669,2847,1
7669,2050,1
7669,2,1
6360,6209,1
6360,915,1
6360,346,1
6360,2,1
6284,5354,1
353,7669,1
353,6637,1
353,6276,1
353,6275,1
353,6175,1
353,2963,1
353,2728,1
353,1634,1
353,1292,1
353,1243,1
353,482,1
353,90,1
353,2,1
5981,6332,1
5981,6157,1
5981,6112,1
5981,5945,1
5981,5893,1
5981,5386,1
5981,4755,1
5981,3357,1
5981,391,1
5981,40,1
5981,2,1
7381,5386,1
6258,915,1
6258,532,1
6258,2,1
1955,6539,1
1955,6528,1
1955,6361,1
1955,6261,1
1955,6225,1
1955,5503,1
1955,5253,1
1955,4873,1
1955,4803,1
1955,4671,1
1955,3254,1
1955,3000,1
1955,2977,1
1955,2817,1
1955,2797,1
1955,2462,1
1955,7,1
1955,2,1
5570,4572,1
5570,4403,1
5570,2589,1
5570,102,1
5570,2,1
3266,3264,1
6469,7170,1
6469,7142,1
6469,6505,1
6469,4394,1
6469,4173,1
6469,1262,1
6469,2,1
6539,7669,1
6539,6540,1
6539,1182,1
6539,2,1
6020,5702,1
6020,777,1
3538,7027,1
3538,5993,1
3538,5307,1
3538,3844,1
3538,3767,1
3538,3760,1
3538,3622,1
3538,3569,1
3538,3389,1
3538,3137,1
3538,3123,1
3538,3114,1
3538,3099,1
3538,3056,1
3538,3017,1
3538,2977,1
3538,2968,1
3538,2963,1
3538,2236,1
3538,2172,1
3538,2020,1
3538,1968,1
3538,1793,1
3538,1735,1
3538,1455,1
3538,1321,1
3538,1079,1
3538,371,1
3538,346,1
3538,206,1
3538,21,1
3538,2,1
5914,6262,1
5175,6475,1
5175,5399,1
5175,5307,1
5175,5247,1
5175,5202,1
5175,5178,1
5175,4795,1
5175,4666,1
5175,3274,1
5175,1270,1
5175,926,1
5175,2,1
5201,5198,1
5201,4984,1
5201,3675,1
5201,610,1
5201,50,1
5013,6547,1
5013,5670,1
5013,5637,1
5013,5056,1
5013,610,1
5013,420,1
5013,3,1
5013,2,1
1589,7845,1
1589,777,1
1589,610,1
1589,2,1
5307,6441,1
5307,5866,1
5307,5451,1
5307,5420,1
5307,5408,1
5307,5364,1
5307,5321,1
5307,5285,1
5307,5203,1
5307,5202,1
5307,5187,1
5307,5177,1
5307,5155,1
5307,4669,1
5307,4488,1
5307,4403,1
5307,4394,1
5307,3886,1
5307,3296,1
5307,3164,1
5307,3017,1
5307,2374,1
5307,2002,1
5307,1987,1
5307,1947,1
5307,926,1
5307,740,1
5307,420,1
5307,382,1
5307,380,1
5307,195,1
5307,151,1
5307,102,1
5307,2,1
487,6413,1
487,5202,1
487,5187,1
487,5087,1
487,5073,1
487,5056,1
487,4267,1
487,3277,1
487,2173,1
487,1221,1
487,1182,1
487,649,1
487,619,1
487,426,1
487,422,1
487,420,1
487,382,1
487,374,1
487,346,1
487,243,1
487,59,1
487,57,1
487,42,1
487,2,1
484,5307,1
484,678,1
484,676,1
484,432,1
484,407,1
484,282,1
484,41,1
484,7,1
243,6573,1
243,6492,1
243,6382,1
243,6273,1
243,6062,1
243,5981,1
243,5893,1
243,5866,1
243,5631,1
243,5503,1
243,5374,1
243,5202,1
243,5157,1
243,4376,1
243,4108,1
243,4065,1
243,4058,1
243,4051,1
243,4026,1
243,3971,1
243,3938,1
243,3908,1
243,3871,1
243,3760,1
243,3750,1
243,3389,1
243,3376,1
243,3318,1
243,3137,1
243,3114,1
243,3099,1
243,3008,1
243,2822,1
243,2794,1
243,2756,1
243,2715,1
243,2712,1
243,2681,1
243,2655,1
243,2625,1
243,2594,1
243,2462,1
243,2027,1
243,2020,1
243,1852,1
243,1711,1
243,1665,1
243,1622,1
243,1545,1
243,1475,1
243,1463,1
243,1422,1
243,1420,1
243,1413,1
243,1333,1
243,1321,1
243,1319,1
243,1312,1
243,1309,1
243,1305,1
243,1243,1
243,1233,1
243,1230,1
243,1203,1
243,1155,1
243,1148,1
243,1135,1
243,1106,1
243,1007,1
243,983,1
243,973,1
243,957,1
243,929,1
243,926,1
243,889,1
243,884,1
243,754,1
243,695,1
243,676,1
243,630,1
243,614,1
243,613,1
243,584,1
243,577,1
243,565,1
243,540,1
243,532,1
243,522,1
243,490,1
243,487,1
243,481,1
243,456,1
243,430,1
243,429,1
243,420,1
243,386,1
243,374,1
243,371,1
243,358,1
243,346,1
5822,7984,1
5822,777,1
5652,8211,1
5652,777,1
5652,2,1
555,5307,1
555,777,1
555,2,1
445,5307,1
445,500,1
445,447,1
445,422,1
445,420,1
445,400,1
445,351,1
445,346,1
445,341,1
445,340,1
445,253,1
445,240,1
445,142,1
445,90,1
445,42,1
264,8115,1
264,5702,1
264,777,1
264,448,1
264,147,1
264,79,1
264,40,1
264,26,1
264,2,1
485,777,1
485,353,1
485,340,1
283,6963,1
283,6599,1
283,6488,1
283,5346,1
283,4107,1
283,777,1
283,474,1
283,389,1
283,33,1
283,2,1
5177,7809,1
5177,7268,1
5177,6547,1
5177,6487,1
5177,5569,1
5177,5451,1
5177,5307,1
5177,5178,1
5177,777,1
5177,420,1
5177,2,1
5388,7485,1
5388,5552,1
5388,5488,1
5388,5406,1
5388,195,1
5388,2,1
4771,6539,1
4771,5408,1
4771,353,1
3460,5631,1
3460,777,1
2932,2581,1
2932,1669,1
2932,777,1
2932,407,1
2932,39,1
2932,2,1
6189,2,1
5178,5203,1
5178,5191,1
5178,5186,1
5178,5183,1
5178,5181,1
5178,5177,1
5178,5157,1
5178,777,1
5178,619,1
5178,151,1
5178,92,1
5178,2,1
5156,5247,1
5156,5157,1
5156,777,1
5156,2,1
3137,6469,1
3137,6378,1
3137,5425,1
3137,5282,1
3137,5157,1
3137,3938,1
3137,3783,1
3137,3538,1
3137,3389,1
3137,3206,1
3137,3173,1
3137,3149,1
3137,3114,1
3137,3056,1
3137,2977,1
3137,2963,1
3137,2930,1
3137,2817,1
3137,2623,1
3137,2610,1
3137,2546,1
3137,2525,1
3137,2490,1
3137,2449,1
3137,2352,1
3137,2020,1
3137,2004,1
3137,1818,1
3137,1785,1
3137,1678,1
3137,1636,1
3137,1569,1
3137,1378,1
3137,1340,1
3137,777,1
3137,340,1
3137,282,1
3137,243,1
3137,7,1
3137,5,1
3137,2,1
3114,8013,1
3114,6387,1
3114,5425,1
3114,5157,1
3114,3938,1
3114,3760,1
3114,3538,1
3114,3326,1
3114,3296,1
3114,3163,1
3114,3161,1
3114,3155,1
3114,3137,1
3114,3112,1
3114,3076,1
3114,3068,1
3114,3056,1
3114,3017,1
3114,2977,1
3114,2963,1
3114,2833,1
3114,2738,1
3114,2655,1
3114,2623,1
3114,2610,1
3114,2546,1
3114,2539,1
3114,2538,1
3114,2525,1
3114,2449,1
3114,2333,1
3114,2236,1
3114,2159,1
3114,2156,1
3114,2141,1
3114,2020,1
3114,2004,1
3114,1968,1
3114,1911,1
3114,1735,1
3114,1678,1
3114,1636,1
3114,1569,1
3114,1475,1
3114,1415,1
3114,1340,1
3114,1291,1
3114,1243,1
3114,1174,1
3114,705,1
3114,346,1
3114,344,1
3114,243,1
3114,100,1
3114,90,1
3114,89,1
3114,68,1
3114,7,1
3114,2,1
3017,7095,1
3017,5855,1
3017,5307,1
3017,5157,1
3017,3938,1
3017,3935,1
3017,3736,1
3017,3733,1
3017,3538,1
3017,3114,1
3017,3039,1
3017,3002,1
3017,2979,1
3017,2977,1
3017,2712,1
3017,1678,1
3017,1329,1
3017,777,1
3017,767,1
3017,346,1
3017,2,1
2020,5307,1
2020,5202,1
2020,5157,1
2020,5099,1
2020,4964,1
2020,4909,1
2020,4900,1
2020,4026,1
2020,3938,1
2020,3871,1
2020,3790,1
2020,3640,1
2020,3633,1
2020,3588,1
2020,3538,1
2020,3513,1
2020,3279,1
2020,3248,1
2020,3164,1
2020,3137,1
2020,3114,1
2020,3041,1
2020,3027,1
2020,3008,1
2020,2977,1
2020,2964,1
2020,2963,1
2020,2911,1
2020,2822,1
2020,2762,1
